"CalculationRule.Name","CalculationRule.Description","CalculationRule.ID","CalculationRule.Path","CalculationRule.Definition","CalculationRule.FormulaNumber","CalculationRule.InternalId","CalculationRule.Parent","CalculationRule.ObjectType","CalcConfigSet.InternalId","CalcConfigSet.Name","CalculationRule.CalculationRuleMemberOfCalcConfigSet.CalcConfigSet.ID","CalcConfigSet.Parent","CalcConfigSet.ObjectType","FormalOperand.InternalId","FormalOperand.Name","CalculationRule.FormalOperandMemberOfCalculationRule.FormalOperand.ID","FormalOperand.Parent","FormalOperand.ObjectType","RealtimeCalculation.Path","RealtimeCalculation.InternalId","RealtimeCalculation.Name","CalculationRule.RealtimeCalculationAssociatedWithCalculationRule.RealtimeCalculation.ID","RealtimeCalculation.Parent","RealtimeCalculation.ObjectType","TypifiedCalculation.Path","TypifiedCalculation.InternalId","TypifiedCalculation.Name","CalculationRule.TypifiedCalculationAssociatedWithCalculationRule.TypifiedCalculation.ID","TypifiedCalculation.Parent","TypifiedCalculation.ObjectType","Domain.Path","Domain.InternalId","Domain.Name","CalculationRule.TL_ElemToB1.Domain.ID","Domain.Parent","Domain.ObjectType","Domain.Path","Domain.InternalId","Domain.Name","CalculationRule.TL_B2ToB1.Domain.ID","Domain.Parent","Domain.ObjectType","sysRdfContainer.Path","sysRdfContainer.InternalId","sysRdfContainer.Name","CalculationRule.sysRdfContainerHasADomain.sysRdfContainer.ID","sysRdfContainer.Parent","sysRdfContainer.ObjectType","Domain.Path","Domain.InternalId","Domain.Name","CalculationRule.TL_ElemToB2.Domain.ID","Domain.Parent","Domain.ObjectType","Domain.Path","Domain.InternalId","Domain.Name","CalculationRule.TL_ElemToB3.Domain.ID","Domain.Parent","Domain.ObjectType","Percentage.Path","Percentage.InternalId","Percentage.Name","CalculationRule.DomainHasAssignedPercentage.Percentage.ID","Percentage.Parent","Percentage.ObjectType","Domain.Path","Domain.InternalId","Domain.Name","CalculationRule.TL_InfoToElem.Domain.ID","Domain.Parent","Domain.ObjectType","Domain.Path","Domain.InternalId","Domain.Name","CalculationRule.TL_ExternalControlAreaToAreaVElem.Domain.ID","Domain.Parent","Domain.ObjectType","Domain.Path","Domain.InternalId","Domain.Name","CalculationRule.TL_ReactiveZoneToZonRMVElem.Domain.ID","Domain.Parent","Domain.ObjectType","Domain.Path","Domain.InternalId","Domain.Name","CalculationRule.TL_TermToElem.Domain.ID","Domain.Parent","Domain.ObjectType","Domain.Path","Domain.InternalId","Domain.Name","CalculationRule.TL_InternalControlAreaToAreaVElem.Domain.ID","Domain.Parent","Domain.ObjectType","Domain.Path","Domain.InternalId","Domain.Name","CalculationRule.TL_B3ToB2.Domain.ID","Domain.Parent","Domain.ObjectType"
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/S01/0/CalcPoint/PWR_FAIL/Status/Calculation","6704575","Calculation","_2115c50b-98f5-4dae-8302-4384257efcb6","_5269c5a2-200d-4d2b-8163-1be7bf715bcb","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/P14/0/CalcPoint/PWR_FAIL/Status/Calculation","6693965","Calculation","_36bf047a-965f-405e-b931-621ee33936c9","_f5434f4d-3dc5-4554-9c93-6c6d66c7a3fc","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/P13/0/CalcPoint/PWR_FAIL/Status/Calculation","6691651","Calculation","_a3a97591-8948-49cf-b739-0e06ee6bd8fd","_a4c91248-e932-4822-bd46-b1b7c454bdaa","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/P12/0/CalcPoint/PWR_FAIL/Status/Calculation","6683735","Calculation","_577cf114-df6e-42f6-87cd-aa4f8babb58d","_e9e90bf3-9df4-47da-a378-46958e23fab6","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/P11/0/CalcPoint/PWR_FAIL/Status/Calculation","6678596","Calculation","_7205b1bc-aa90-495d-bcdd-2e9caa4a715b","_4c424346-941a-485f-9af9-0a7754f3e24b","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D86/0/CalcPoint/PWR_FAIL/Status/Calculation","6667422","Calculation","_c9efc2f2-a968-4de9-99fc-503d0dd640b8","_cb8b2d44-24d6-4cc0-8e38-caaaf13e528d","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D85/0/CalcPoint/PWR_FAIL/Status/Calculation","6662932","Calculation","_1265a398-0189-404f-8ac4-8222510f1cdf","_f954ef00-9767-4b7c-995a-7df130bad09d","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D84/0/CalcPoint/PWR_FAIL/Status/Calculation","6658922","Calculation","_dc260fb6-fd82-4463-8417-00e04b51f1f5","_84d1f701-095d-462f-9969-b65bfa3ffa00","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D83/0/CalcPoint/PWR_FAIL/Status/Calculation","6653416","Calculation","_729635c5-f892-4feb-bc16-c92c444bc32a","_2a4e7259-446a-4564-be0d-e397310f738b","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D82/0/CalcPoint/PWR_FAIL/Status/Calculation","6648595","Calculation","_e327a7cf-340c-4945-9f5c-f6a5738f65d9","_d7f5ba5d-152c-4816-a3fc-adf7e1e5a387","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D81/0/CalcPoint/PWR_FAIL/Status/Calculation","6642909","Calculation","_d807be75-e06c-475d-9504-cd476c19bbf0","_b43fefed-a6a1-46e1-bf8d-060b04ec88b7","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D80/0/CalcPoint/PWR_FAIL/Status/Calculation","6635631","Calculation","_f2c5e44a-a113-4ae0-95f4-bb68647794ba","_8deb576b-fe17-457d-afd0-4d12c30d5592","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D79/0/CalcPoint/PWR_FAIL/Status/Calculation","6633728","Calculation","_5a424440-f036-4e1b-859c-c8d673831233","_f0be85db-b545-4f6f-b074-aba8bef8e015","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D78/0/CalcPoint/PWR_FAIL/Status/Calculation","6629090","Calculation","_d9af7be7-08be-4f7a-969b-9908c7bbcf17","_9f2c612c-2e38-43f8-858e-e6578d5b995f","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D77/0/CalcPoint/PWR_FAIL/Status/Calculation","6620347","Calculation","_283d4864-968f-4fea-b556-e6f4d82590a1","_f0d1b910-8904-43e4-9d0f-ef7d8e94d6dd","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D76/0/CalcPoint/PWR_FAIL/Status/Calculation","6618379","Calculation","_641aa031-0537-4c0e-87d4-e33749e94acf","_fa167bdf-b513-4035-8e3d-df4525f96913","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D75/0/CalcPoint/PWR_FAIL/Status/Calculation","6613883","Calculation","_9f44fbbd-3920-4bd2-b849-9d84fadaea39","_19e84f0d-f03d-4419-b7f5-dfb697eb8291","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D74/0/CalcPoint/PWR_FAIL/Status/Calculation","6609173","Calculation","_67c12d71-892d-41af-858c-40d0fcf58d12","_8f4bfcad-ade7-4581-bf1e-81ffc2b3c789","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D73/0/CalcPoint/PWR_FAIL/Status/Calculation","6605337","Calculation","_bb60ffea-9c59-4cca-ab6c-66fadf6541e5","_93b139a7-3d5f-4e6f-b3aa-410bd1f21e58","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D72/0/CalcPoint/PWR_FAIL/Status/Calculation","6600476","Calculation","_3585fd53-ccca-4134-b58f-4b5ac231bc66","_ea765144-3062-4c51-8068-960c92a0516e","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D71/0/CalcPoint/PWR_FAIL/Status/Calculation","6596078","Calculation","_928622f6-55a8-4da8-b808-71cc4f446f03","_fae2942d-307b-4adf-a06d-c5c3651015e8","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D70/0/CalcPoint/PWR_FAIL/Status/Calculation","6592144","Calculation","_9835e0fb-b555-448d-a692-b5d69b5509c9","_041440c0-f13d-4456-bb03-aea2d25734b5","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D69/0/CalcPoint/PWR_FAIL/Status/Calculation","6585829","Calculation","_2ff5bf71-8e04-4412-ac31-f659f5968f1a","_c6d84a14-6629-4aca-a70f-9e716e024819","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D68/0/CalcPoint/PWR_FAIL/Status/Calculation","6582402","Calculation","_f0200dec-fa18-4d8a-99ea-9d0f0bb93e99","_8ee6c151-a97e-4c52-9451-4e3f57e238ea","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D67/0/CalcPoint/PWR_FAIL/Status/Calculation","6577872","Calculation","_f3c7bff9-594b-418c-92b3-37138234d762","_99a294f7-bfe1-4e3a-bf83-5d4292d1ce8e","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D66/0/CalcPoint/PWR_FAIL/Status/Calculation","6572817","Calculation","_57165a8e-d3db-408b-b30c-35aba75cf8f7","_72d84c43-1c8c-4b12-b78a-6b2f14a261a0","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pwr_fail","","_1299f0a5-3b62-4082-85d3-169bb506a2b2",".General - SCADA/.Spectrum Formulas/Formula TPC/pwr_fail","if (a<10) and b then 1 else 0","224","4749846","_9022f0a6-2366-4770-950b-9b79a220248c","CalculationRule","4749845","Formula TPC","_9022f0a6-2366-4770-950b-9b79a220248c","_f654f1d7-859d-41d0-bf8e-7ddfe576f84d","CalcConfigSet","4749848","a","_8af01e0c-782d-4973-b7c5-21026ed05a64","_1299f0a5-3b62-4082-85d3-169bb506a2b2","FormalOperand","Network/Companies/TPC/TC/D65/0/CalcPoint/PWR_FAIL/Status/Calculation","6564627","Calculation","_f86dcc59-d6a7-46ff-9ceb-e69b2c58b0b3","_c84b581e-464d-4cb5-8e16-fcc30bf7499d","RealtimeCalculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
